"disasterNumber","state","county","city","zipCode","validRegistrations","averageFemaInspectedDamage","totalInspected","totalDamage","noFemaInspectedDamage","femaInspectedDamageBetween1And10000","femaInspectedDamageBetween10001And20000","femaInspectedDamageBetween20001And30000","femaInspectedDamageGreaterThan30000","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id"
1446,"GU","Guam (County-equivalent)","AGAFAGUMAS","96929",1,29853.91,1,29853.91,0,0,0,1,0,1,25000,5000,3957,16043,0,0,1,1,"385de2e0-257b-41e5-b087-db7f2ff5d864"
1446,"GU","Guam (County-equivalent)","AGAFA GUMAS   YIGO","96929",1,30217.24,1,30217.24,0,0,0,0,1,1,24730.76,5000,4449,15281.76,0,0,1,0,"d318c528-1e78-47e7-9432-2d33ef860f5d"
1446,"GU","Guam (County-equivalent)","AGAFAGUMAS  YIGO","96929",1,371.1,1,371.1,0,1,0,0,0,1,371.1,125.1,0,246,1,0,0,0,"2a1f9ae5-d6ee-48ce-b738-d5178e62a1ec"
1446,"GU","Guam (County-equivalent)","AGANA","96910",4,6077.38,2,24309.5,1,0,0,1,0,1,14818.3,5000,2664,7154.3,0,0,1,0,"4b358848-90a4-4398-bc95-ef4e5c359af2"
1446,"GU","Guam (County-equivalent)","AGANA","96929",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0e5bacee-50ef-4ccf-98b2-1f3ac448cb39"
1446,"GU","Guam (County-equivalent)","AGANA","96932",8,12160.33,7,97282.6,0,4,1,1,1,7,76588.62,15564.09,12045,48979.53,1,0,6,0,"0764e83b-c18d-4258-8fcd-a40f5c15cf93"
1446,"GU","Guam (County-equivalent)","AGANA","96951",1,12836.28,1,12836.28,0,0,1,0,0,1,12851.58,5000,2664,5187.58,0,0,1,0,"9fe1dfd1-f1a8-476a-8c4a-22e31f35f0a6"
1446,"GU","Guam (County-equivalent)"," AGANA HEIGHTS","96910",1,14196.05,1,14196.05,0,0,1,0,0,1,17008.98,5000,3957,8051.98,0,0,1,0,"261bcf2a-9503-43ed-b27c-4899c17008bc"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS","96910",220,5773.55,179,1270181.96,12,134,22,4,7,146,822704.52,262193.26,154803,405708.26,55,59,32,0,"9937d978-90c8-4b97-83ef-a1186de905aa"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS","96919",12,6355.69,9,76268.31,0,7,1,1,0,9,71719.61,17956.68,13242,40520.93,1,4,4,0,"c63d2b4c-7544-42b4-834a-4d1c5cfa3436"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS","96921",1,20871.79,1,20871.79,0,0,0,1,0,1,5000,5000,0,0,0,1,0,0,"1887bc74-34d0-47f3-b5df-ee5c9918728f"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS","96923",1,3471.89,1,3471.89,0,1,0,0,0,1,5537.93,1580.93,3957,0,0,1,0,0,"f105a027-11ee-4cb0-8bcb-7c5e0aa074a4"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS","96932",4,952.19,4,3808.76,1,3,0,0,0,2,2946.05,726.91,0,2219.14,2,0,0,0,"6eea73fd-61cd-4692-88e7-2c7323fc10bd"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS HAGATNA","96910",1,2006.19,1,2006.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"f85f8f6a-6825-4ddc-b4b3-10da10dfbd67"
1446,"GU","Guam (County-equivalent)","AGANA SPRINGS","96910",1,676.66,1,676.66,0,1,0,0,0,1,676.66,676.66,0,0,1,0,0,0,"c5b25f56-8789-4863-ac36-063ad3c23dcc"
1446,"GU","Guam (County-equivalent)","AGASA GUMAS","96929",1,41756.97,1,41756.97,0,0,0,0,1,1,19024.1,5000,2664,11360.1,0,0,1,0,"3342f28c-e7a0-44bc-98cb-36b68b6be2f0"
1446,"GU","Guam (County-equivalent)","AGASAGUMAS YIGO","96929",1,5263.42,1,5263.42,0,1,0,0,0,1,309.44,309.44,0,0,1,0,0,0,"0ee04eb6-cb60-49b8-a9e0-15fa98535867"
1446,"GU","Guam (County-equivalent)","AGAT","96915",81,6059.22,80,490796.87,4,66,6,2,2,64,417619.8,103846.21,106007,207766.59,25,22,17,2,"049769bd-e119-4f31-887a-ad863f818e3a"
1446,"GU","Guam (County-equivalent)","AGAT","96924",3,5261.63,3,15784.88,0,2,1,0,0,1,14370.4,3235.69,3156,7978.71,0,0,1,0,"e0895440-2ae2-4a90-852e-b2f052daf04f"
1446,"GU","Guam (County-equivalent)","AGAT","96928",237,4993.76,219,1183521.57,12,182,19,3,3,182,979245.21,302009.99,171304,505931.22,77,66,39,1,"db77b6d9-9b85-4702-9b71-a88444947523"
1446,"GU","Guam (County-equivalent)","ANIGUA","96910",3,3122.54,2,9367.63,0,2,0,0,0,1,5416.64,4948.71,0,467.93,0,1,0,0,"560648f9-1962-47c8-9d0a-467fe7340df4"
1446,"GU","Guam (County-equivalent)","ANIGUA","96932",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"e0e081f6-f35d-4c51-8d06-ac99fe5ffae9"
1446,"GU","Guam (County-equivalent)","APRA HEIGHTS","96915",1,10293.28,1,10293.28,0,0,1,0,0,1,5000,5000,0,0,0,1,0,0,"a5ce4a39-59af-456d-8957-d0f7ad1c1f34"
1446,"GU","Guam (County-equivalent)","ASAN","96910",102,5460.37,91,556957.41,3,74,9,4,1,77,498783.43,118918.93,151522,228342.5,20,34,23,0,"7a2121da-8ace-41bc-aa34-2b38605f7e82"
1446,"GU","Guam (County-equivalent)","ASAN","96915",1,15414.19,1,15414.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"45df4c2f-7845-478d-8428-5644e44852af"
1446,"GU","Guam (County-equivalent)","ASAN","96922",13,3334.68,12,43350.81,4,7,1,0,0,7,49055.15,9935.81,8786,30333.34,2,2,3,0,"6d0f50c5-7c3f-4847-80a1-1aae63564bef"
1446,"GU","Guam (County-equivalent)","ASAN","96932",2,8099.86,1,16199.71,0,0,1,0,0,1,18165.97,5000,2638,10527.97,0,0,1,0,"7b90643e-ed5f-49b4-9c17-ce3bac193a1c"
1446,"GU","Guam (County-equivalent)"," ASAN","96910",1,7742.56,1,7742.56,0,1,0,0,0,1,7742.56,981.14,0,6761.42,0,1,0,0,"86122b77-8663-4240-8fa3-aacc327cdcbc"
1446,"GU","Guam (County-equivalent)","ASAN MAINA","96910",1,9574.84,1,9574.84,0,1,0,0,0,1,14048.03,4401,3957,5690.03,0,0,1,0,"6ec7a861-3b2e-4938-972a-46c3b681a164"
1446,"GU","Guam (County-equivalent)","ASAN/  MAINA","96922",1,6764.77,1,6764.77,0,1,0,0,0,1,5302.07,1297.1,3957,47.97,0,1,0,0,"e8e8aca8-4328-4224-a46f-1b55f6fb4e7c"
1446,"GU","Guam (County-equivalent)","ASAN VILLAGE","96910",1,8480.93,1,8480.93,0,1,0,0,0,1,1106.2,1106.2,0,0,1,0,0,0,"79cb16a5-ff0a-4a5a-8e02-938d26337b86"
1446,"GU","Guam (County-equivalent)","ASPENGAO","96913",1,2859.46,1,2859.46,0,1,0,0,0,1,862.51,862.51,0,0,1,0,0,0,"0132e48e-419a-41b5-8ca5-f589cf1bd428"
1446,"GU","Guam (County-equivalent)","ASTUMBO","96910",1,86641.94,1,86641.94,0,0,0,0,1,1,19974.64,5000,3156,11818.64,0,0,1,0,"ed307cfc-38ed-4a45-a5e0-dc34d1712699"
1446,"GU","Guam (County-equivalent)","ASTUMBO","96912",1,3321.18,1,3321.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"27802e7c-5468-485e-837f-459914d1d430"
1446,"GU","Guam (County-equivalent)","ASTUMBO","96929",18,8915.33,17,160475.89,0,12,3,2,0,17,140118.93,38874.97,22401,78842.96,4,6,7,0,"a5063d7f-6277-4024-bcd9-ba4240229fef"
1446,"GU","Guam (County-equivalent)","ASTUMBO ","96929",1,1758.64,1,1758.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0a710cb8-9b32-4a56-b219-036a4e188ec1"
1446,"GU","Guam (County-equivalent)","ASTUMBO DEDEDO","96912",2,4531.34,2,9062.68,0,2,0,0,0,2,6742.98,5149.55,0,1593.43,1,1,0,0,"f66caf0b-79a2-46b0-b7e8-14972d7872c1"
1446,"GU","Guam (County-equivalent)","ASTUMBO DEDEDO","96929",13,11719.78,13,152357.14,1,9,0,1,2,11,106032.55,27557.17,15027,63448.38,1,6,4,0,"549bc1a9-3456-40ee-95f8-5826d6f70f49"
1446,"GU","Guam (County-equivalent)","AZAFAGUMAS YIGO","96929",1,9323.07,1,9323.07,0,1,0,0,0,1,9289.26,1779.61,0,7509.65,0,0,1,0,"d18c1ddc-d146-4df0-a31b-2db3d3124310"
1446,"GU","Guam (County-equivalent)","BARRAGADA","96932",1,4217.11,1,4217.11,0,1,0,0,0,1,2424.32,1478.89,0,945.43,1,0,0,0,"d13ac9c8-81a7-4ced-b7d8-8168e1e5a4b2"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96213",1,7047.2,1,7047.2,0,1,0,0,0,1,2398.81,2398.81,0,0,1,0,0,0,"9cba388f-91ab-4cfa-bbde-e1da4a350d84"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96910",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"538d87ff-3d61-4743-ad64-50e062d62871"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96912",1,0,1,0,1,0,0,0,0,1,7821.71,1531.55,0,6290.16,0,1,0,0,"1ba707b3-c095-4075-b455-7216e94e2534"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96913",764,5837.64,646,4459956.75,57,452,85,36,16,525,3444893.77,1006750.81,684225.35,1753429.61,206,174,145,6,"cc544e93-8300-4b26-be90-303f63b25563"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96921",200,7492.22,168,1498444.92,11,113,28,6,10,152,1116916.9,325475.12,229212,562229.78,48,56,48,1,"8e089a34-6bbc-43bf-a64c-d31624b6cb46"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96923",1,3160.96,1,3160.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"89c1ee17-d2ba-4878-b385-456bcf52f8aa"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96931",1,6779.05,1,6779.05,0,1,0,0,0,1,6397.17,0,0,6397.17,0,1,0,0,"e5416cd5-88f6-4a7b-8b2c-7b23a2b8b184"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96932",1,2487.23,1,2487.23,0,1,0,0,0,1,1298.77,0,0,1298.77,1,0,0,0,"ef710777-40e9-42ea-b8d3-3e979f601464"
1446,"GU","Guam (County-equivalent)"," BARRIGADA HEIGHTS","96913",1,267.88,1,267.88,0,1,0,0,0,1,550,0,0,550,1,0,0,0,"955ba49b-6d03-4325-9ce2-33b85b6912fb"
1446,"GU","Guam (County-equivalent)","BARRIGADA HEIGHTS","96913",15,4289.71,12,64345.61,1,8,3,0,0,10,47770.64,23838.46,2664,21268.18,5,3,2,0,"5942ebc8-ddf0-4a8e-9338-ba4657540d9a"
1446,"GU","Guam (County-equivalent)","BARRIGADA HEIGHTS","96921",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"b5346218-39a2-4b45-971d-f45b832eefc1"
1446,"GU","Guam (County-equivalent)","BARRIGADA  HEIGHTS","96913",1,11955.01,1,11955.01,0,0,1,0,0,1,11426.16,740.14,0,10686.02,0,0,1,0,"4b08f9d9-8c55-4f87-aca1-2f83129b361d"
1446,"GU","Guam (County-equivalent)","BARRIGADA    LEYANG","96913",1,5466.42,1,5466.42,0,1,0,0,0,1,935.72,0,0,935.72,1,0,0,0,"d7f83fd3-b480-4a89-8d3f-4af117bba20b"
1446,"GU","Guam (County-equivalent)","BARRIGATA","96932",1,2866.55,1,2866.55,0,1,0,0,0,1,2866.55,1296.33,0,1570.22,1,0,0,0,"fd895dae-1631-4471-85f7-b8a1aad038df"
1446,"GU","Guam (County-equivalent)","CABESA YIGO","96929",1,6909.08,1,6909.08,0,1,0,0,0,1,945.43,0,0,945.43,1,0,0,0,"d4d03625-c379-4f11-af11-227bd3627fb0"
1446,"GU","Guam (County-equivalent)","CARLOS HEIGHTS","96913",1,2810.31,1,2810.31,0,1,0,0,0,1,6767.31,548.75,3957,2261.56,0,1,0,0,"50f29cdc-c10e-43f9-a864-bb2e6b8f6d24"
1446,"GU","Guam (County-equivalent)","CARLOS HEIGHTS UPPER TUMON","96911",1,7012.03,1,7012.03,0,1,0,0,0,1,4673.89,572.46,3156,945.43,0,1,0,0,"99d1cd10-405a-4484-a6d7-c2a935cb1466"
1446,"GU","Guam (County-equivalent)","CHALAN","96915",1,4702.72,1,4702.72,0,1,0,0,0,1,4702.72,564.16,0,4138.56,0,1,0,0,"52b317a3-4b3f-433e-bfb7-50ebede6a843"
1446,"GU","Guam (County-equivalent)","CHALAN BAGO","96915",1,50969.39,1,50969.39,0,0,0,0,1,1,15745.39,5000,2664,8081.39,0,0,1,0,"97005f31-ebcf-4cb5-9f31-d237c6a1fec8"
1446,"GU","Guam (County-equivalent)","CHALAN PAG0","96910",1,81.9,1,81.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"74c322e4-8d96-479d-a9ab-da68ba5ce9dd"
1446,"GU","Guam (County-equivalent)","CHALANPAGO","96910",5,1443.78,3,7218.88,0,3,0,0,0,2,4362.95,1192.21,0,3170.74,2,0,0,0,"f9c6fed0-4ff8-4792-b165-38a88f4814bf"
1446,"GU","Guam (County-equivalent)","CHALANPAGO","96924",1,4314.28,1,4314.28,0,1,0,0,0,1,1735.4,1735.4,0,0,1,0,0,0,"5f7d333e-a91d-46cb-b7a9-54a5ea3dbfa4"
1446,"GU","Guam (County-equivalent)","CHALANPAGO","96932",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9352afa0-deb2-42aa-81c4-2f24d435ae44"
1446,"GU","Guam (County-equivalent)"," CHALAN PAGO","96910",3,1740.02,2,5220.07,0,2,0,0,0,2,3995.14,2192.67,0,1802.47,1,1,0,0,"6a23c202-5b06-4a94-b740-e7149816999b"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96910",362,6351.87,299,2299377.56,29,205,40,11,14,241,1624920.67,496049.94,274546.08,854324.65,100,65,76,4,"21b6c3d4-14a4-4712-b7f7-ce0528b67ebd"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96912",1,29246.9,1,29246.9,0,0,0,1,0,1,23087.33,5000,3957,14130.33,0,0,1,0,"504ae5f0-5ab5-4f3f-be89-2b0c668ff9bc"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96913",2,1190.5,2,2380.99,0,2,0,0,0,2,1512.6,1512.6,0,0,2,0,0,0,"d0417e13-b46d-4269-a78e-ebdd12c08e5b"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96914",1,7697.82,1,7697.82,0,1,0,0,0,1,10562.97,1537.02,3156,5869.95,0,0,1,0,"a7e84c74-6804-4189-ba59-a01b27136592"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96915",3,7963.77,3,23891.31,0,2,1,0,0,3,26026.74,6832.98,7113,12080.76,0,2,1,0,"4d310bea-3c28-4362-a18f-68347a64d645"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96921",4,5486.51,3,21946.03,1,1,1,0,0,2,19037.27,5931.64,0,13105.63,1,0,1,0,"c4226d5e-8fa1-428c-ae5c-d52e7b0bf19e"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96924",12,5480.98,9,65771.78,2,4,2,0,1,5,42656.52,17154.71,2664,22837.81,1,2,2,0,"ddc42d44-30b7-4cc3-a89c-bbf96be91c15"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96926",3,16743.72,3,50231.15,0,2,0,0,1,2,36840.63,7745.42,7113,20632.21,0,0,2,0,"c1f86558-cf81-445c-a67a-9a8503e644bd"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96929",3,2236.37,3,6709.12,0,3,0,0,0,2,4531.18,1376.1,0,3155.08,1,1,0,0,"e6936130-fc0c-4f8e-ab42-a19c117038ae"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96931",4,7843.15,4,31372.59,0,3,0,1,0,4,21849.38,10603.15,2104,9142.23,3,0,1,0,"71c873eb-2e16-4dab-9c20-b6771b1bf8cc"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96932",9,13545.26,8,121907.3,0,6,0,0,2,8,84297.39,24509.47,18994,40793.92,0,4,4,0,"bbc6369b-ab6c-4fa1-bd72-735fa48f3a97"
1446,"GU","Guam (County-equivalent)","CHALAN  PAGO","96910",19,8044.99,18,152854.73,0,14,2,1,1,13,99709.94,28851.75,12933,57925.19,5,4,4,1,"8a105e16-8237-40e2-b1e0-817ced23661d"
1446,"GU","Guam (County-equivalent)","CHALAN  PAGO","96915",1,7981.53,1,7981.53,0,1,0,0,0,1,7562.76,1487.03,0,6075.73,0,1,0,0,"2977b245-955c-478f-ab08-ea6def0a9a1a"
1446,"GU","Guam (County-equivalent)","CHALAN   PAGO","96910",1,1469.19,1,1469.19,0,1,0,0,0,1,1469.19,600.8,0,868.39,1,0,0,0,"0039aa02-76e4-432d-a4c3-b439217891ae"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO ","96910",1,1106.17,1,1106.17,0,1,0,0,0,1,1106.17,172.09,0,934.08,1,0,0,0,"fe0440e8-2d09-4d99-808f-7f9023d2d5a3"
1446,"GU","Guam (County-equivalent)","CHALAN-PAGO","96932",1,1907.55,1,1907.55,0,1,0,0,0,1,361,361,0,0,1,0,0,0,"41a9f965-1914-488b-89ca-12350c643a6b"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO TAI","96910",1,2880.87,1,2880.87,0,1,0,0,0,1,529.08,529.08,0,0,1,0,0,0,"f30a2ba0-5fcc-4941-89de-8ce87ff39c85"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO VILLAGE","96932",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10e87b0b-9aaf-47bc-ad27-ec276684c59f"
1446,"GU","Guam (County-equivalent)","CHALANPHGO","96910",1,1404.06,1,1404.06,0,1,0,0,0,1,958.92,958.92,0,0,1,0,0,0,"5d87d5ca-0309-4f08-933b-7667395698d3"
1446,"GU","Guam (County-equivalent)","CHALAN POGO","96910",2,3965.2,1,7930.4,0,1,0,0,0,1,11741.97,1929.98,3957,5854.99,0,0,1,0,"4fe1664a-5c7f-420a-b452-124d1b9f90bd"
1446,"GU","Guam (County-equivalent)","CHALEN PAGO","96910",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"79f61f66-0699-49c8-82eb-0ed24e954fc5"
1446,"GU","Guam (County-equivalent)","CHALON PAGO","96910",2,6981.84,2,13963.68,0,1,1,0,0,2,16788.38,6633.56,3957,6197.82,1,0,1,0,"e12a30fc-617c-4e9b-b121-2782ee948c5c"
1446,"GU","Guam (County-equivalent)","CHALON PAGO","96924",1,8347.43,1,8347.43,0,1,0,0,0,1,8347.43,1173.68,0,7173.75,0,0,1,0,"591ae6eb-d34b-4125-9962-80431f8a5376"
1446,"GU","Guam (County-equivalent)","CHANAN PAGO","96910",1,1615.33,1,1615.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1607777d-b110-4a46-b195-6d2a59814c43"
1446,"GU","Guam (County-equivalent)","CHANLAN PAGO","96910",2,9247.16,2,18494.31,0,1,1,0,0,1,16970.23,5000,2664,9306.23,0,0,1,0,"3affa746-5e10-49aa-989a-bbb81c2e2a05"
1446,"GU","Guam (County-equivalent)","DEDADO","96929",2,16525.68,2,33051.35,0,0,1,1,0,2,26338.43,7736.01,0,18602.42,0,0,2,0,"f7e3397d-bc60-4448-a63e-89d0525e3746"
1446,"GU","Guam (County-equivalent)","DEDDO","96913",1,50723.11,1,50723.11,0,0,0,0,1,1,25000,5000,3156,16844,0,0,1,1,"f4438711-dcbb-43de-8833-56169c94766b"
1446,"GU","Guam (County-equivalent)","DEDEBO","96921",1,5576.21,1,5576.21,0,1,0,0,0,1,5576.21,363.32,0,5212.89,0,1,0,0,"f1ef80e9-95b8-4386-b52e-191dc03d31ad"
1446,"GU","Guam (County-equivalent)","DEDEDE","96929",1,3157.03,1,3157.03,0,1,0,0,0,1,6313.03,1288.87,3156,1868.16,0,1,0,0,"bd27ce62-bb3f-4a4e-931f-04132a5296ec"
1446,"GU","Guam (County-equivalent)","DEDEDO","96910",4,2885.86,3,11543.42,0,3,0,0,0,2,6549.77,2856.1,0,3693.67,1,1,0,0,"91edaf78-ab12-498e-9d94-e92d675fcf31"
1446,"GU","Guam (County-equivalent)","DEDEDO","96911",1,1913.62,1,1913.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"34c6bb36-2dcf-40b5-bc83-43ca251d8fe6"
1446,"GU","Guam (County-equivalent)","DEDEDO","96912",929,10899.83,826,10125945.81,50,501,126,45,104,738,6522004.54,1776899.42,1148940.93,3594112.52,215,217,306,19,"096c8b45-32b2-493e-91c6-b3a337e23eb1"
1446,"GU","Guam (County-equivalent)","DEDEDO","96913",1,4822.79,1,4822.79,0,1,0,0,0,1,4822.79,384.62,0,4438.17,0,1,0,0,"3c47b775-20cb-43b2-8d06-165a5f251c44"
1446,"GU","Guam (County-equivalent)","DEDEDO","96921",30,10669.11,29,320073.41,2,17,6,2,2,27,234322.48,65705.34,28835,139782.14,7,8,12,1,"50834943-4cf0-49ff-9a9d-5de39b6616af"
1446,"GU","Guam (County-equivalent)","DEDEDO","96925",2,10880.07,2,21760.13,0,1,1,0,0,2,14339.03,5130.86,0,9208.17,1,0,1,0,"78dad4c7-da4b-41cc-9d81-182c71c040df"
1446,"GU","Guam (County-equivalent)","DEDEDO","96927",1,5043.12,1,5043.12,0,1,0,0,0,1,945.43,0,0,945.43,1,0,0,0,"78386ddd-eee6-4a35-a45b-6ffbf101292d"
1446,"GU","Guam (County-equivalent)","DEDEDO","96929",3172,7317,2744,23209529.24,199,1987,266,88,204,2275,16071451.16,4210951.61,2972487.25,8885685.9,815,766,694,53,"d7e725a4-d8dd-4d8d-97ce-d34e460da167"
1446,"GU","Guam (County-equivalent)","DEDEDO","96931",9,4889.22,7,44002.98,1,4,1,1,0,7,47732.75,8915.27,7914,30903.48,4,0,3,0,"be666138-a702-4050-a459-291409717155"
1446,"GU","Guam (County-equivalent)","DEDEDO","96932",12,10507.72,10,126092.65,0,6,2,0,2,10,81824.29,18314.45,13242,50267.84,3,3,4,0,"9b71828a-1d0b-4130-a726-fb63aca9e381"
1446,"GU","Guam (County-equivalent)"," DEDEDO","96921",1,16055.95,1,16055.95,0,0,1,0,0,1,17158.63,5000,3156,9002.63,0,0,1,0,"4641f0a1-b5a4-475a-9378-4a07f5502b0c"
1446,"GU","Guam (County-equivalent)"," DEDEDO","96929",6,11703.84,6,70223.02,0,4,1,0,1,6,41733.66,13851.39,6621,21261.27,4,0,2,0,"62046cc3-212d-4b38-9275-4513b843f393"
1446,"GU","Guam (County-equivalent)","          DEDEDO","96929",1,6036.31,1,6036.31,0,1,0,0,0,1,8666.5,1858.4,2664,4144.1,0,0,1,0,"dd78e141-0f62-4017-9d5d-ecd84f573dad"
1446,"GU","Guam (County-equivalent)","DEDEDO.","96911",1,2108.27,1,2108.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"bbec5853-d747-41fa-9f73-3c59017152a8"
1446,"GU","Guam (County-equivalent)","DEDEDO  LIGUAN TERRACE","96929",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"247e9327-35f1-4831-9129-71b184ccc30e"
1446,"GU","Guam (County-equivalent)","DEDEDO      N C S","96929",1,2758.04,1,2758.04,0,1,0,0,0,1,2758.04,532.88,0,2225.16,1,0,0,0,"9914c21a-b98b-4247-96fd-7e9616287908"
1446,"GU","Guam (County-equivalent)","DEDEGO","96921",1,14752.1,1,14752.1,0,0,1,0,0,1,14170.4,1707.44,0,12462.96,0,0,1,0,"7b02ae9a-2175-4e98-8092-ffe90f79791f"
1446,"GU","Guam (County-equivalent)","DEDEGO","96929",6,9836.28,6,59017.7,0,3,2,1,0,6,52895.93,11992.42,3945.94,36957.57,3,0,3,1,"1ebd0549-39eb-4e6c-9b30-481f50a6b90b"
1446,"GU","Guam (County-equivalent)","DEDEO","96929",1,1992.97,1,1992.97,0,1,0,0,0,1,3263.33,599.33,2664,0,1,0,0,0,"2220d095-6e7b-48ad-9cd3-f80ebf7fcb22"
1446,"GU","Guam (County-equivalent)","DEDEO","96931",2,23242,2,46483.99,0,1,0,0,1,2,11811.61,5119.92,2664,4027.69,1,0,1,0,"37e45e52-81bf-4a21-bef0-cdab9fd87377"
1446,"GU","Guam (County-equivalent)","DEDEO YIGO","96929",1,62120.75,1,62120.75,0,0,0,0,1,1,22403.02,5000,3156,14247.02,0,0,1,0,"e62474f4-5d2b-4ffa-b566-aa1175f657e1"
1446,"GU","Guam (County-equivalent)","FAMHA ORDOT","96910",1,29876.41,1,29876.41,0,0,0,1,0,1,16096.41,5000,2664,8432.41,0,0,1,0,"934339f1-c5b6-4943-9d91-e2a83f9bd707"
1446,"GU","Guam (County-equivalent)","FINILI","96915",1,2083.23,1,2083.23,0,1,0,0,0,1,2988.57,2988.57,0,0,1,0,0,0,"003608a8-ea2a-4743-b237-f9cc906e9aae"
1446,"GU","Guam (County-equivalent)","GUAM MAIN FACILITY","96921",1,0,0,0,0,0,0,0,0,1,3212.22,0,0,3212.22,1,0,0,0,"ad6ef373-efdf-47e3-9721-cd2e24b110f1"
1446,"GU","Guam (County-equivalent)","HAGATNA","96910",146,5490.92,109,801674.58,7,79,18,1,4,89,631996.77,187899.27,135353,308744.5,25,32,32,0,"64812423-de1b-48ad-87c9-2bcdbf50dc21"
1446,"GU","Guam (County-equivalent)","HAGATNA","96913",1,1750.97,1,1750.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"f12d72bc-5e0b-49b7-a948-3d133bfc8bcc"
1446,"GU","Guam (County-equivalent)","HAGATNA","96924",3,5524.48,3,16573.43,0,2,1,0,0,3,13295.48,5667.72,3156,4471.76,1,2,0,0,"210719fa-2b65-40a1-8e29-a2407ddfe670"
1446,"GU","Guam (County-equivalent)","HAGATNA","96932",128,6629.98,100,848637,10,69,11,6,4,87,593492.29,189784,130378,273330.29,26,32,29,0,"eb158bfa-fced-4ed3-8669-d89372f914e4"
1446,"GU","Guam (County-equivalent)","HAGATNA   CHALAN PAGO","96910",1,29483.69,1,29483.69,0,0,0,1,0,1,20815.35,5000,3957,11858.35,0,0,1,0,"e6c78942-9171-42f2-a762-34ecebf4344a"
1446,"GU","Guam (County-equivalent)","HAGATNA HEIGHTS","96910",2,1027.41,1,2054.82,0,1,0,0,0,1,1120.74,1120.74,0,0,1,0,0,0,"bc3b2efc-bbf5-481e-85ba-5aec462fb7a9"
1446,"GU","Guam (County-equivalent)","HAGATNA HEIGHTS","96932",2,8481.37,2,16962.73,0,2,0,0,0,2,10758.17,8014.22,2664,79.95,0,2,0,0,"3d344cac-6284-4168-afbd-3b75004052b0"
1446,"GU","Guam (County-equivalent)","HARMON","96911",7,4894.74,7,34263.21,0,7,0,0,0,4,28263.32,11801.19,3156,13306.13,1,0,3,0,"42df7cb7-80df-4e5c-a922-980743d3c4a8"
1446,"GU","Guam (County-equivalent)","HARMON","96912",2,26677.58,2,53355.15,1,0,0,0,1,1,19456.59,5000,2664,11792.59,0,0,1,0,"fcc0ad82-d800-4cda-8d53-98c0333c1a38"
