"disasterNumber","state","county","city","zipCode","validRegistrations","totalInspected","totalInspectedWithNoDamage","totalWithModerateDamage","totalWithMajorDamage","totalWithSubstantialDamage","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id"
1446,"GU","Guam (County-equivalent)","IPANTALOFOFO","96932",1,1,1,0,0,0,1,1776,0,1776,0,1,0,0,0,"6375668d-a565-47fd-a99e-7376f9c0dc66"
1446,"GU","Guam (County-equivalent)","MAINA","96932",1,1,1,0,0,0,1,2104,0,2104,0,1,0,0,0,"e42e38c6-5ba1-45d8-86c5-7a5fd1d9e16b"
1446,"GU","Guam (County-equivalent)","MAITE","96932",4,4,4,0,0,0,4,28229.62,0,4208,24021.62,3,1,0,0,"8400c433-f37f-4c76-be42-b72e1aca1da1"
1446,"GU","Guam (County-equivalent)","MANGILAO","96932",6,5,6,0,0,0,4,23749.74,0,3880,19869.74,4,0,0,0,"5ab9b75c-21e9-49b5-b83d-875d717794d2"
1446,"GU","Guam (County-equivalent)","MINGILAO","96932",1,1,1,0,0,0,1,4528.37,0,0,4528.37,1,0,0,0,"c3632589-8fc5-4feb-a197-1b974180ae94"
1446,"GU","Guam (County-equivalent)","MONGMONG","96932",2,2,2,0,0,0,2,7074.63,0,0,7074.63,2,0,0,0,"48868238-3326-4130-87cb-f74f66f5d738"
1446,"GU","Guam (County-equivalent)","MONG MONG","96932",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"b03a266b-efcd-4e26-8140-59469995ac3a"
1446,"GU","Guam (County-equivalent)","ORDOT","96932",2,2,2,0,0,0,2,2710.08,0,1776,934.08,2,0,0,0,"1025c6ab-1242-43f9-b57a-2c3c27328f7b"
1446,"GU","Guam (County-equivalent)","PAGAT","96932",1,1,1,0,0,0,1,18991.72,0,2638,16353.72,0,1,0,0,"705b00da-9d83-4eb0-8406-0bd65cbed755"
1446,"GU","Guam (County-equivalent)","PITI","96932",1,1,1,0,0,0,1,2040.47,0,0,2040.47,1,0,0,0,"7a321028-b27e-4085-9b4e-f77e741882f1"
1446,"GU","Guam (County-equivalent)","SANTA RITA","96932",1,1,1,0,0,0,1,550,0,0,550,1,0,0,0,"080f2d96-8de8-41b0-9c52-3d5fd5cca9b5"
1446,"GU","Guam (County-equivalent)","SINAJANA","96932",2,2,2,0,0,0,1,11485.61,0,0,11485.61,0,1,0,0,"c5216192-4c7f-431d-86e2-8f009f6cd86a"
1446,"GU","Guam (County-equivalent)","TAMUNING","96932",3,3,3,0,0,0,2,22476.99,0,2104,20372.99,1,1,0,0,"3ad6aea9-9cf8-4318-8d19-e1d7a0338672"
1446,"GU","Guam (County-equivalent)","TUMON","96932",1,1,1,0,0,0,1,1206.59,0,0,1206.59,1,0,0,0,"07cdb3d1-a4e6-48ea-b4ac-4544e426c25d"
1446,"GU","Guam (County-equivalent)","UMATAC","96932",1,1,1,0,0,0,1,7369.49,0,0,7369.49,1,0,0,0,"0371c92b-759a-4406-8707-c3bb7e0ad9ae"
1446,"GU","Guam (County-equivalent)","TAMUNING","96933",2,2,2,0,0,0,2,10891.61,0,3880,7011.61,2,0,0,0,"1e8f28c5-6137-469f-b506-414843cbdb31"
1446,"GU","Guam (County-equivalent)","DEDEDO","96937",1,1,1,0,0,0,1,17811.14,0,2104,15707.14,0,1,0,0,"edaa06c0-d96d-4d18-93ae-a72a39bad29a"
1446,"GU","Guam (County-equivalent)","TAMUNING","96939",1,1,1,0,0,0,1,8393.97,0,1776,6617.97,1,0,0,0,"c0e8a958-341c-48af-abec-d76d15bad239"
1446,"GU","Guam (County-equivalent)","YIGO","96939",1,1,1,0,0,0,1,6793.45,0,1776,5017.45,1,0,0,0,"4f537c94-b47b-4da3-a623-e1d0de28580c"
1446,"GU","Guam (County-equivalent)","PITA","96961",1,1,1,0,0,0,1,2736.55,0,0,2736.55,1,0,0,0,"a1c61032-768f-4c72-80ea-df89377c29f9"
1446,"GU","Guam (County-equivalent)","MACHA  VILLAGE DEDEDO","99629",1,1,1,0,0,0,1,1776,0,1776,0,1,0,0,0,"6ab42f81-e72d-4081-b471-bd584622b76c"
1447,"MP","Rota (Municipality)","ROTA","96950",1,1,1,0,0,0,1,5249.57,0,0,5249.57,1,0,0,0,"c12c417b-2471-4f68-bbd2-9efdc13c8b97"
1447,"MP","Rota (Municipality)","ROTA","96951",219,207,219,0,0,0,180,1042728.25,1832.8,208134,832761.45,155,25,0,0,"96cad40f-a4ff-4bbe-aab6-f946d23a7946"
1447,"MP","Rota (Municipality)","SONGSONG","96951",1,1,1,0,0,0,1,10830.84,0,1776,9054.84,0,1,0,0,"15cb0c17-3f34-4aae-929a-8ba61b0abe38"
1453,"OH","Adams (County)","MANCHESTER","45144",3,2,3,0,0,0,2,6149.65,0,0,6149.65,2,0,0,0,"4f644024-8f59-46ff-af70-54858a67780b"
1453,"OH","Pike (County)","BEAVER","45613",4,4,4,0,0,0,4,3014.75,0,1180,1834.75,4,0,0,0,"422e113e-84eb-4f69-a133-7378bb278897"
1453,"OH","Gallia (County)","BIDWELL","45614",10,9,10,0,0,0,6,6445.49,0,0,6445.49,6,0,0,0,"0a00810e-df65-482e-b7a9-316621b1bea8"
1453,"OH","Adams (County)","BLUE CREEK","45616",2,1,2,0,0,0,1,1645.5,0,0,1645.5,1,0,0,0,"a0226da2-4d25-4193-8c37-9a03690fa80e"
1453,"OH","Scioto (County)","BLUE CREEK","45616",4,2,4,0,0,0,1,1648.08,0,0,1648.08,1,0,0,0,"e80e047b-ada3-42f7-abc7-173a066eb9ac"
1453,"OH","Lawrence (County)","CHESAPEAKE","45619",2,1,2,0,0,0,1,405.3,0,0,405.3,1,0,0,0,"2356e536-62c6-4823-8a68-296eb4663209"
1453,"OH","Gallia (County)","CHESHIRE","45620",2,2,2,0,0,0,1,836.08,0,0,836.08,1,0,0,0,"baa0b5d2-fa05-434f-a8ef-0abcc9cdc64d"
1453,"OH","Gallia (County)","CROWN CITY","45623",4,3,4,0,0,0,3,1555.6,0,439,1116.6,3,0,0,0,"e5db9506-8af0-455d-bcd3-cff5c829556c"
1453,"OH","Scioto (County)","FRANKLIN FURNACE","45629",6,5,6,0,0,0,4,8275.68,0,2118,6157.68,4,0,0,0,"905cb431-4f93-4240-958d-2fb7dcaf68dd"
1453,"OH","Gallia (County)","GALLIPOLIS","45631",31,22,31,0,0,0,15,7727.79,0,0,7232.18,15,0,0,0,"bd068e24-81e0-4327-8f12-9b804c18f549"
1453,"OH","Lawrence (County)","IRONTON","45638",20,15,20,0,0,0,9,5054.73,0,762,4292.73,9,0,0,0,"b816e693-4424-4b68-9974-c4291e1db77f"
1453,"OH","Jackson (County)","JACKSON","45640",7,4,7,0,0,0,4,8786.78,0,1876,6455.52,4,0,0,0,"b8b59fde-304c-4fcf-a407-47dbe3913bc3"
1453,"OH","Lawrence (County)","ANIDS","45645",1,1,1,0,0,0,1,812.5,0,469,343.5,1,0,0,0,"461f6abd-9604-42af-9350-f98a8395014e"
1453,"OH","Lawrence (County)","KITTS HILL","45645",8,6,8,0,0,0,6,4821.92,0,1196,3625.92,6,0,0,0,"d6cbc6d4-5df9-4d83-9007-7cc46742aa57"
1453,"OH","Pike (County)","LATHAM","45646",1,1,1,0,0,0,1,1292.53,0,0,1292.53,1,0,0,0,"cfee0c21-089d-4f59-9649-9fe2c4abad94"
1453,"OH","Pike (County)","LUCASVILLE","45648",1,1,1,0,0,0,1,550,0,0,550,1,0,0,0,"31eb04cc-9de2-4292-aba5-c48b2da64b6f"
1453,"OH","Scioto (County)","LUCASVILLE","45648",13,9,13,0,0,0,11,20212.91,0,4458,15754.91,11,0,0,0,"32e2d36e-ece5-4d3a-9b9f-f53381a8bc44"
1453,"OH","Scioto (County)","MC DERMOTT","45652",3,3,3,0,0,0,2,1385.9,0,0,1385.9,2,0,0,0,"a345691d-a906-4d3e-9755-4e7534a971e4"
1453,"OH","Scioto (County)","MINFORD","45653",8,4,8,0,0,0,4,3460.86,0,1996,1464.86,4,0,0,0,"25bacff3-e20f-4b09-8790-28faa6d180a5"
1453,"OH","Gallia (County)","OAK HILL","45656",1,1,1,0,0,0,1,5394.15,0,559,4835.15,1,0,0,0,"c1259f7a-64a7-4d32-aae9-9a5729f2b3fb"
1453,"OH","Jackson (County)","OAK HILL","45656",10,7,10,0,0,0,4,6380.27,0,2143,4237.27,4,0,0,0,"ad1ffbc6-4bfb-47b7-ac07-2385ae8019a5"
1453,"OH","Lawrence (County)","OAK HILL","45656",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"8bd6a7ec-df35-433b-b65b-2418c3f3ff1a"
1453,"OH","Adams (County)","OTWAY","45657",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"cccdefe2-4f0f-47ee-a488-8f878bb55d6d"
1453,"OH","Scioto (County)","OTWAY","45657",7,6,7,0,0,0,3,1111.3,0,706,405.3,3,0,0,0,"f231a7b2-fefe-4a9f-baaa-a8761b92d80c"
1453,"OH","Gallia (County)","PATRIOT","45658",7,3,7,0,0,0,3,1054.48,0,439,615.48,3,0,0,0,"080ebfda-43d3-4d5f-9767-8830ab7e5fd4"
1453,"OH","Lawrence (County)","PEDRO","45659",20,14,20,0,0,0,13,10201.66,0,2720,7481.66,13,0,0,0,"8d7b27a1-c92b-4b04-bc45-76176d2a7058"
1453,"OH","Pike (County)","PIKETON","45661",2,2,2,0,0,0,1,953.61,0,0,953.61,1,0,0,0,"d0ed2452-eb00-4222-ab8d-e0f9d2ad1d19"
1453,"OH","Scioto (County)","NEW BOSTON","45662",6,4,6,0,0,0,3,9047.35,0,2236,6811.35,3,0,0,0,"0bb06ade-4e66-4a76-a89a-984ed0adeff0"
1453,"OH","Scioto (County)","PORTSMOUTH","45662",101,85,101,0,0,0,61,75423.84,0,17099,56689.58,61,0,0,0,"77a3be6a-3b8a-42c5-879d-d96c3cb4a9f4"
1453,"OH","Scioto (County)","SCIOTOVILLE","45662",3,2,3,0,0,0,2,2244.44,0,0,2244.44,2,0,0,0,"80737c6b-50a2-45db-aa4a-413b2adea49b"
1453,"OH","Scioto (County)","WEST PORTSMOUTH","45663",28,25,28,0,0,0,19,20481.45,0,6986,13495.45,19,0,0,0,"e2c7becc-971b-4fe1-b74f-d708c107d5cc"
1453,"OH","Lawrence (County)","PROCTORVILLE","45669",2,2,2,0,0,0,2,531.3,0,469,62.3,2,0,0,0,"6a25c938-02b4-468d-ad20-562fafc28162"
1453,"OH","Jackson (County)","RAY","45672",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"75260ffd-64a7-47e3-ad93-df7835eb7648"
1453,"OH","Gallia (County)","RIO GRANDE","45674",1,1,1,0,0,0,1,550,0,0,550,1,0,0,0,"a7be419d-b6a6-4bd5-aa99-75fe8a5574b9"
1453,"OH","Scioto (County)","SCIOTO FURNACE","45677",3,3,3,0,0,0,3,5217.98,0,0,5217.98,3,0,0,0,"e5637d28-4c60-4abc-b055-5a8fc8f3b4ac"
1453,"OH","Lawrence (County)","SCOTTOWN","45678",3,2,3,0,0,0,1,498.05,0,0,498.05,1,0,0,0,"0f749ef5-5357-428a-9c20-25acc0c302aa"
1453,"OH","Adams (County)","SEAMAN","45679",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"6299144f-938f-4df9-a2de-74d2883a66b7"
1453,"OH","Lawrence (County)","SOUTH POINT","45680",3,2,3,0,0,0,1,3356.19,0,762,1658.15,1,0,0,0,"e95da184-96c5-46cb-9316-4f7f0b42bace"
1453,"OH","Jackson (County)","SOUTH WEBSTER","45682",1,1,1,0,0,0,1,815.44,0,0,815.44,1,0,0,0,"152ba84e-daa4-422b-b645-c2209e474b25"
1453,"OH","Scioto (County)","SOUTH WEBSTER","45682",22,18,22,0,0,0,13,23381.29,0,6610,16771.29,13,0,0,0,"8573a310-c562-4dea-aad6-e90ced3ccbb4"
1453,"OH","Scioto (County)","STOUT","45684",11,10,11,0,0,0,9,12468.67,0,5843,6625.67,9,0,0,0,"4a3a8713-c316-46c4-aa34-a20b271bcb2e"
1453,"OH","Gallia (County)","VINTON","45686",3,3,3,0,0,0,1,3198.9,0,706,2492.9,1,0,0,0,"3ded634f-f0bb-416d-a3f3-3ec20dd2a4bf"
1453,"OH","Lawrence (County)","WATERLOO","45688",2,2,2,0,0,0,2,1276.23,0,0,1276.23,2,0,0,0,"06a247d4-c631-4e19-a03e-14178efe99c9"
1453,"OH","Pike (County)","WAVERLY","45690",7,5,7,0,0,0,5,6254.52,0,0,6254.52,5,0,0,0,"9a1e379a-e5eb-4965-991f-3f81bf72fb85"
1453,"OH","Jackson (County)","WELLSTON","45692",5,5,5,0,0,0,3,4647.19,0,0,4647.19,3,0,0,0,"e4fe2309-bdbb-404d-af70-f94fef07cd08"
1453,"OH","Adams (County)","WEST UNION","45693",1,1,1,0,0,0,1,798.68,0,0,798.68,1,0,0,0,"97ea3bf0-28e9-4dfe-b5be-a251af6d377f"
1453,"OH","Scioto (County)","WHEELERSBURG","45694",25,21,25,0,0,0,13,17813.06,0,2754,15059.06,13,0,0,0,"d8f53753-dbe8-4656-a7c4-2d36417dae05"
1453,"OH","Lawrence (County)","WILLOW WOOD","45696",6,6,6,0,0,0,3,1496.8,0,0,1496.8,3,0,0,0,"d14e641d-2c1a-4b68-8eee-e26acae427ef"
1453,"OH","Meigs (County)","COOLVILLE","45723",1,1,1,0,0,0,1,2185.42,0,0,2185.42,1,0,0,0,"8cf661cc-475b-4012-a343-b40d28bd8701"
1453,"OH","Meigs (County)","LANGSVILLE","45741",2,2,2,0,0,0,1,764.5,0,0,764.5,1,0,0,0,"0e70b351-f3f3-409b-abcb-10bd67c6fa14"
1453,"OH","Meigs (County)","MIDDLEPORT","45760",4,2,4,0,0,0,2,3919.49,0,0,3919.49,2,0,0,0,"4dda83b5-2f86-4610-b355-0619bd70b507"
1453,"OH","Meigs (County)","POMEROY","45769",5,5,5,0,0,0,4,3437.21,0,912,2525.21,4,0,0,0,"6cd4c55e-11cb-4f19-b98f-f4189a480187"
1453,"OH","Meigs (County)","RACINE","45771",3,3,3,0,0,0,1,2098.5,0,706,1392.5,1,0,0,0,"67aa9844-8836-4e78-9cab-64aee18cb954"
1453,"OH","Meigs (County)","REEDSVILLE","45772",3,3,3,0,0,0,2,1309.28,0,0,1309.28,2,0,0,0,"a6bc9f3c-a589-43cd-892b-37304ce19e9a"
1453,"OH","Meigs (County)","TUPPERS PLAINS","45783",1,1,1,0,0,0,1,939.92,0,0,939.92,1,0,0,0,"8890eabe-844a-4b1c-820b-762fb25c3a47"
1454,"KY","Nicholas (County)","CARLISLE","40311",1,1,1,0,0,0,1,1175.51,0,0,1175.51,1,0,0,0,"262d3d04-5f94-4e76-802d-f3d49825d243"
1454,"KY","Powell (County)","CLAY CITY","40312",5,5,5,0,0,0,3,17564.87,0,2376,15188.87,2,1,0,0,"258597aa-8873-4f36-be5e-701709b0fb3b"
1454,"KY","Rowan (County)","CLEARFIELD","40313",1,1,1,0,0,0,1,2365.4,0,990,1375.4,1,0,0,0,"c022a23a-b8cc-4c3d-9db1-00f34e562538"
1454,"KY","Menifee (County)","DENNISTON","40316",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"18482c79-fddf-4dd2-8ffb-8ce17cfc53de"
1454,"KY","Rowan (County)","ELLIOTTVILLE","40317",1,1,1,0,0,0,1,766,0,766,0,1,0,0,0,"fe918d21-647b-4e42-9ef8-1f8caab0847e"
1454,"KY","Menifee (County)","FRENCHBURG","40322",1,1,1,0,0,0,1,3743.64,0,1114,2629.64,1,0,0,0,"192f9db7-b17d-446d-afb6-50b579577191"
1454,"KY","Menifee (County)","MEANS","40322",1,1,1,0,0,0,1,9016.04,0,990,8026.04,1,0,0,0,"147e51c2-ec82-492d-9433-d5e3359cf233"
1454,"KY","Estill (County)","IRVINE","40336",20,17,20,0,0,0,13,29539.42,0,7808,21731.42,13,0,0,0,"13bb3c2e-621d-4ffc-aa39-ae72c72461d5"
1454,"KY","Anderson (County)","LAWRENCEBURG","40342",4,0,4,0,0,0,1,317.22,0,0,0,1,0,0,0,"d1a20725-2d9f-4a09-b0e9-89e6d265b55b"
1454,"KY","Woodford (County)","MIDWAY","40347",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"4a980a34-4bff-4ac9-b72d-d256c713ce1c"
1454,"KY","Nicholas (County)","MOOREFIELD","40350",1,1,1,0,0,0,1,766,0,766,0,1,0,0,0,"fb617593-6512-4704-bde0-c04666392c2b"
1454,"KY","Rowan (County)","MOREHEAD","40351",6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,"87b5ea5b-6c60-4471-a394-c8bad65ea3ec"
1454,"KY","Powell (County)","STANTON","40380",1,1,1,0,0,0,1,766,0,766,0,1,0,0,0,"604a4703-90dc-49f8-b6de-e9e2abf886c9"
1454,"KY","Woodford (County)","VERSAILLES","40383",17,12,17,0,0,0,8,5591.52,0,0,4552.29,8,0,0,0,"4b1fea2e-cab0-407f-b7f0-5a7d9f1d5b13"
1454,"KY","Menifee (County)","WELLINGTON","40387",1,1,1,0,0,0,1,1319.48,0,990,329.48,1,0,0,0,"cfd8c7af-1afc-4e18-abab-7d35c52d34c8"
1454,"KY","Clark (County)","WINCHESTER","40391",13,12,13,0,0,0,10,102343.96,0,10281,92062.96,3,7,0,0,"d67acbe7-1ae8-480e-964e-ba5111aa2981"
1454,"KY","Clark (County)","WINCHESTER","40392",1,1,1,0,0,0,1,9851.73,0,0,9851.73,1,0,0,0,"152e210b-e378-476a-b0a3-ad58e4987dc4"
1454,"KY","Estill (County)","RAVENNA","40472",2,1,2,0,0,0,1,620,0,620,0,1,0,0,0,"fb050b6c-e694-4eba-b691-02b373c9cfd8"
1454,"KY","Fayette (County)","LEXINGTON","40502",30,16,30,0,0,0,10,6775.27,0,1532,3362.87,10,0,0,0,"8a7d73fe-600e-4f16-a4df-65cea4dabc18"
1454,"KY","Fayette (County)","LEXINGTON","40503",20,10,20,0,0,0,7,6976.04,0,918,5031.17,7,0,0,0,"2247b5a9-9b92-4249-ba02-673b9b43912a"
1454,"KY","Fayette (County)","LEXINGTON","40504",27,13,27,0,0,0,12,4334.87,0,918,1090.97,12,0,0,0,"19384017-2aae-4aaa-b749-eb04c1af7c7d"
1454,"KY","Fayette (County)","LEXINGTON","40505",37,22,37,0,0,0,18,18907.86,0,6031,11272.81,18,0,0,0,"bc5dede1-cf69-4d0a-bbfc-9e9f6432e71e"
1454,"KY","Fayette (County)","LEXINGTON","40508",19,12,19,0,0,0,8,13493.45,0,3576,9917.45,8,0,0,0,"4e72e477-2c32-4657-881a-8c2880d5828c"
1454,"KY","Fayette (County)","LEXINGTON","40509",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"9851c847-a0e6-46f2-9dd8-4ff882f41e33"
1454,"KY","Fayette (County)","LEXINGTON","40510",1,1,1,0,0,0,1,1126,0,1126,0,1,0,0,0,"e5982766-90c0-4114-ae7a-f6ac78cca70c"
1454,"KY","Fayette (County)","LEXINGTON","40511",24,13,24,0,0,0,15,15857.81,0,2143,11296.55,15,0,0,0,"bbdd576b-22e1-4511-80cd-880ca135dd21"
1454,"KY","Fayette (County)","LEXINGTON","40515",9,6,9,0,0,0,6,28275.48,0,3064,24846.33,5,1,0,0,"3f5b73d4-7aba-4522-b8c2-dc52de39257f"
1454,"KY","Fayette (County)","LEXINGTON","40516",3,2,3,0,0,0,2,4105.52,0,0,4105.52,2,0,0,0,"6d947ea9-d13e-4fd6-b2af-97fb123df45c"
1454,"KY","Fayette (County)","LEXINGTON","40517",38,10,38,0,0,0,7,1617.44,0,459,0,7,0,0,0,"801dcaae-c0d6-400d-aefc-065edcb0927f"
1454,"KY","Fayette (County)","LEXINGTON","40581",1,1,1,0,0,0,1,500,0,0,500,1,0,0,0,"653e7c51-49d3-465c-b345-c56d9be5976e"
1454,"KY","Fayette (County)","LEXINGTON","40594",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"89bc7faf-80d7-4322-82ba-ae8bdf3bfa57"
1454,"KY","Woodford (County)","FRANKFORT","40601",1,1,1,0,0,0,1,918,0,918,0,1,0,0,0,"7c361d39-730b-4f4c-8e49-15d14e67cfd0"
1454,"KY","Knox (County)","GRAY","40734",3,3,3,0,0,0,3,4130.52,0,2202,1928.52,3,0,0,0,"4f9776aa-9629-4cec-af09-3effb2c077e4"
1454,"KY","Knox (County)","BARBOURVILLE","40906",3,3,3,0,0,0,3,3186.26,0,1912,1274.26,3,0,0,0,"144ced91-dbb3-4217-9c3b-df74af4160e0"
1454,"KY","Clay (County)","BIG CREEK","40914",2,2,2,0,0,0,1,2466.53,0,766,1700.53,1,0,0,0,"7c08f534-4f28-4107-aeb6-645b001cb943"
1454,"KY","Knox (County)","BIMBLE","40915",1,1,1,0,0,0,1,12420.62,0,734,11686.62,0,1,0,0,"4ca93ccf-9c89-4906-917f-0bfbd2bf8ae2"
1454,"KY","Knox (County)","CANNON","40923",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"19244993-7b4f-42e2-9cca-789a906f4ff9"
1454,"KY","Knox (County)","DEWITT","40930",2,2,2,0,0,0,2,1912,0,1912,0,2,0,0,0,"460ec476-3aaa-4556-bd4a-dd6c877e1caa"
1454,"KY","Knox (County)","FLAT LICK","40935",8,7,8,0,0,0,4,18625.05,0,2814,15697.05,4,0,0,0,"2cfdb8ab-873b-40a0-94f2-bcbc7750a59d"
1454,"KY","Knox (County)","GIRDLER","40943",3,3,3,0,0,0,2,2686.26,0,1912,774.26,2,0,0,0,"bba91e74-5834-4525-ac53-875e852209c2"
1454,"KY","Clay (County)","GOOSE ROCK","40944",2,2,2,0,0,0,1,1128.7,0,620,508.7,1,0,0,0,"eae30811-8c13-4940-8b0d-8a3cb3850fca"
1454,"KY","Knox (County)","HEIDRICK","40949",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"04033ee5-7a73-4158-a17a-44b3d1a53cbd"
1454,"KY","Clay (County)","MANCHESTER","40962",3,3,3,0,0,0,2,7673.06,0,1756,5917.06,2,0,0,0,"a9313fe5-6dfe-41ca-9706-265251d6d715"
1454,"KY","Clay (County)","ONEIDA","40972",1,1,1,0,0,0,1,8500.22,0,620,7880.22,1,0,0,0,"2365dcc5-e53a-4f77-a78c-e68cd049ff9d"
1454,"KY","Leslie (County)","ROARK","40979",4,4,4,0,0,0,4,5261.12,0,2626,2635.12,4,0,0,0,"9ced0ef9-0b32-41bd-8408-df8cde3ed38d"
1454,"KY","Knox (County)","SCALF","40982",3,3,3,0,0,0,1,163.4,0,0,163.4,1,0,0,0,"fca13ed9-0041-4d89-bb56-88cd8265f5d1"
1454,"KY","Knox (County)","WALKER","40997",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"b100c10d-e97a-4da9-9a31-fbd6f9198be6"
1454,"KY","Fleming (County)","EWING","41039",2,2,2,0,0,0,1,500,0,0,500,1,0,0,0,"97e06f60-4a66-4176-91a2-7810b277bbec"
1454,"KY","Mason (County)","EWING","41039",1,1,1,0,0,0,1,714.87,0,0,714.87,1,0,0,0,"fa3169ba-3112-4cb5-af07-8be6bb69d53a"
1454,"KY","Fleming (County)","FLEMINGSBURG","41041",3,3,3,0,0,0,1,368.08,0,0,368.08,1,0,0,0,"28184507-96af-45bd-a91c-61969106bdb3"
1454,"KY","Mason (County)","MAYSVILLE","41056",10,6,10,0,0,0,4,1534.05,0,0,1258.63,4,0,0,0,"a9e6e0f3-ca78-4fb0-a5c6-133f4e2ec70b"
1454,"KY","Lewis (County)","PETERSVILLE","41093",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"a88e97b3-e082-480a-bb24-c73a3cd246c9"
1454,"KY","Lewis (County)","WALLINGFORD","41093",1,1,1,0,0,0,1,2149.56,0,0,2149.56,1,0,0,0,"e6212bbf-001f-4618-9a67-d68776a39f5e"
1454,"KY","Greenup (County)","ARGILLITE","41121",4,2,4,0,0,0,2,2637.72,0,938,1699.72,2,0,0,0,"2304d691-1645-4bae-9b27-efa1d95caf2f"
1454,"KY","Lawrence (County)","BLAINE","41124",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"6d770413-138d-4c04-b95e-5fd5f444f21a"
1454,"KY","Lawrence (County)","CATLETTSBURG","41129",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"f1684a2a-c86b-4095-b195-5ba7a2f81b56"
1454,"KY","Lewis (County)","EMERSON","41135",1,1,1,0,0,0,1,3695.8,0,620,3075.8,1,0,0,0,"15718993-4fd5-4888-9d20-758ef898be0f"
1454,"KY","Lewis (County)","FIREBRICK","41137",3,2,3,0,0,0,2,5093.4,0,1386,3707.4,2,0,0,0,"ead35ad0-2a1a-4649-b7de-ab3adceeaae9"
1454,"KY","Greenup (County)","GARRISON","41141",2,2,2,0,0,0,2,2257.02,0,0,2257.02,2,0,0,0,"c17beb79-fe6a-4120-bd2b-648fe84fac80"
1454,"KY","Greenup (County)","GREENUP","41141",1,1,1,0,0,0,1,973.2,0,938,35.2,1,0,0,0,"49426d0e-c143-48a4-9430-159447bd8646"
1454,"KY","Lewis (County)","BENTLEVILLE","41141",1,1,1,0,0,0,1,1539.24,0,0,1539.24,1,0,0,0,"947b22e4-8b22-4ffa-b8da-dcdb79cbb0c3"
1454,"KY","Lewis (County)","GARRISON","41141",19,12,19,0,0,0,10,9545.09,0,1532,8013.09,10,0,0,0,"5a4a0d65-725e-4e23-bb78-6d0e2106f01a"
1454,"KY","Carter (County)","GRAHN","41142",2,2,2,0,0,0,1,469,0,469,0,1,0,0,0,"abce813e-243a-4265-87f4-b12bff11bc6a"
1454,"KY","Carter (County)","GRAYSON","41143",5,5,5,0,0,0,5,6777.38,0,4854,1923.38,5,0,0,0,"80dcc492-9fbe-42cc-b847-bcbfc00f3442"
1454,"KY","Greenup (County)","GRAYSON","41143",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"6edb2d0b-8450-485c-9b35-2e7329ea06e3"
1454,"KY","Greenup (County)","GREENUP","41144",10,9,10,0,0,0,8,11136.18,0,1196,9428.2,8,0,0,0,"b847bb16-9563-4527-a1a2-acf3a73c7d34"
1454,"KY","Greenup (County)","QUINCY","41144",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"cc061140-a4db-4d17-aa9b-4788604ad768"
1454,"KY","Greenup (County)","WURTLAND","41144",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"237d1e72-3479-4c14-9848-79fa6b6bbfb5"
1454,"KY","Lawrence (County)","MARTHA","41159",3,3,3,0,0,0,1,766,0,766,0,1,0,0,0,"6752999f-1b26-418b-ad2c-d58da73d8e88"
1454,"KY","Carter (County)","OLIVE HILL","41164",13,8,13,0,0,0,6,8658.78,0,1700,6508.78,6,0,0,0,"25ada560-419c-4420-92eb-cb5d86c5e18e"
1454,"KY","Elliott (County)","OLIVE HILL","41164",1,1,1,0,0,0,1,1973.56,0,0,1973.56,1,0,0,0,"df71bb05-f46d-48d6-86ea-1ec6b34a584b"
1454,"KY","Lewis (County)","QUINCY","41166",2,2,2,0,0,0,2,2079.16,0,0,2079.16,2,0,0,0,"34d4728f-c955-4887-b1bc-4b45612f04aa"
1454,"KY","Greenup (County)","RACELAND","41169",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"64a23d38-b4f8-4bf5-99c1-603b3a952d2c"
1454,"KY","Greenup (County)","RUSSELL","41169",1,1,1,0,0,0,1,500,0,0,500,1,0,0,0,"68766b1e-2bd5-444e-83d1-cdf9c711f9d4"
